Epoch,Loss
0,1.5686595439910889
1,0.9495370388031006
2,0.532269299030304
3,0.3029455244541168
4,0.22925996780395508
5,0.25702813267707825
6,0.3227733373641968
7,0.3791952133178711
8,0.40483173727989197
9,0.39736494421958923
10,0.364134281873703
11,0.31582319736480713
12,0.26298657059669495
13,0.21422530710697174
14,0.17544429004192352
15,0.1495475322008133
16,0.13657459616661072
17,0.13419018685817719
18,0.13849522173404694
19,0.1450081318616867
20,0.14968127012252808
21,0.1496988832950592
22,0.14387427270412445
23,0.13265328109264374
24,0.11779342591762543
25,0.10185606777667999
26,0.08751622587442398
27,0.07705376297235489
28,0.07177982479333878
29,0.07166366279125214
30,0.07490638643503189
31,0.07853046804666519
32,0.08013298362493515
33,0.0787166953086853
34,0.07468404620885849
35,0.06936240196228027
36,0.06432994455099106
37,0.060809921473264694
38,0.059311892837285995
39,0.05954877287149429
40,0.06065003201365471
41,0.0615960955619812
42,0.061630260199308395
43,0.060502789914608
44,0.05846225097775459
45,0.056070759892463684
46,0.05394086241722107
47,0.05249970033764839
48,0.05186452716588974
49,0.051852934062480927
50,0.05210200324654579
51,0.05222783982753754
52,0.05197460576891899
53,0.051296915858983994
54,0.0503457635641098
55,0.04940713942050934
56,0.04874899983406067
57,0.04848163202404976
58,0.0484825000166893
59,0.04846269637346268
60,0.048168282955884933
61,0.04760528728365898
62,0.0469479113817215
63,0.046372175216674805
64,0.04597311094403267
65,0.04573395103216171
66,0.04556009918451309
67,0.045343901962041855
68,0.04503225162625313
69,0.04466132074594498
70,0.04432520642876625
71,0.04408814385533333
72,0.04391322657465935
73,0.043697115033864975
74,0.04341501742601395
75,0.04312864691019058
76,0.04289412498474121
77,0.04269864037632942
78,0.04248296841979027
79,0.042230330407619476
80,0.041973210871219635
81,0.04174761846661568
82,0.04155903682112694
83,0.04138820618391037
84,0.041214581578969955
85,0.04101782292127609
86,0.04079996421933174
87,0.040575169026851654
88,0.04035333916544914
89,0.04014064744114876
90,0.039944712072610855
91,0.0397598035633564
92,0.03957519307732582
93,0.039381299167871475
94,0.03918030858039856
95,0.03897546976804733
96,0.038772501051425934
97,0.038576774299144745
98,0.038388993591070175
99,0.03820481523871422
100,0.03801679238677025
101,0.03782472759485245
102,0.03763145953416824
103,0.03744231164455414
104,0.037254221737384796
105,0.037069760262966156
106,0.03689415752887726
107,0.03672235831618309
108,0.03654971718788147
109,0.03637842833995819
110,0.03621016815304756
111,0.036045219749212265
112,0.035882849246263504
113,0.03572012856602669
114,0.03555913269519806
115,0.03540259599685669
116,0.03525020182132721
117,0.035098638385534286
118,0.03494494408369064
119,0.0347941517829895
120,0.03464747965335846
121,0.03450357913970947
122,0.034361422061920166
123,0.0342223234474659
124,0.0340869203209877
125,0.03395339474081993
126,0.033821698278188705
127,0.03369113802909851
128,0.03356610983610153
129,0.0334419384598732
130,0.033311937004327774
131,0.03318027779459953
132,0.033054597675800323
133,0.032943159341812134
134,0.032826315611600876
135,0.0326964296400547
136,0.03256736695766449
137,0.03245673328638077
138,0.032350391149520874
139,0.032226141542196274
140,0.03210412710905075
141,0.03200019523501396
142,0.03189382329583168
143,0.03177770599722862
144,0.03166552260518074
145,0.03156318888068199
146,0.03146845102310181
147,0.03137562423944473
148,0.03127182647585869
149,0.031161002814769745
